Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Assets
LP001843,Male,Yes,1.0,Not Graduate,No,220863,589383.0,23157.0,180.0,1.0,Semiurban,Y,810246.0
LP001844,Male,No,0.0,Graduate,Yes,1348750,0.0,15936.0,360.0,0.0,Urban,N,1348750.0
LP001846,Female,No,3.0,Graduate,No,255889,0.0,21165.0,360.0,1.0,Rural,Y,255889.0
LP001849,Male,No,0.0,Not Graduate,No,501735,0.0,9545.0,360.0,0.0,Rural,N,501735.0
LP001854,Male,Yes,3.0,Graduate,No,435750,0.0,7802.0,360.0,1.0,Urban,N,435750.0
LP001859,Male,Yes,0.0,Graduate,No,1218689,174300.0,25232.0,360.0,1.0,Rural,N,1392989.0
LP001864,Male,Yes,3.0,Not Graduate,No,409273,0.0,10624.0,360.0,,Semiurban,N,409273.0
LP001865,Male,Yes,1.0,Graduate,No,504889,352750.0,27390.0,360.0,,Urban,Y,857639.0
LP001868,Male,No,0.0,Graduate,No,170980,183347.0,11122.0,360.0,1.0,Semiurban,Y,354327.0
LP001870,Female,No,1.0,Graduate,No,288923,0.0,12865.0,36.0,1.0,Semiurban,N,288923.0
LP001871,Female,No,0.0,Graduate,No,597600,0.0,9960.0,360.0,1.0,Rural,Y,597600.0
LP001872,Male,No,0.0,Graduate,Yes,428778,0.0,10624.0,360.0,1.0,Semiurban,Y,428778.0
LP001875,Male,No,0.0,Graduate,No,339885,286101.0,12533.0,360.0,1.0,Rural,Y,625986.0
LP001877,Male,Yes,2.0,Graduate,No,390764,115121.0,12450.0,360.0,1.0,Semiurban,Y,505885.0
LP001882,Male,Yes,3.0,Graduate,No,359639,150313.0,13280.0,360.0,0.0,Urban,Y,509952.0
LP001883,Female,No,0.0,Graduate,Yes,283694,0.0,11205.0,360.0,1.0,Rural,N,283694.0
LP001884,Female,No,1.0,Graduate,No,238708,129480.0,7470.0,360.0,1.0,Urban,Y,368188.0
LP001888,Female,No,0.0,Graduate,No,268671,0.0,2490.0,360.0,1.0,Urban,Y,268671.0
LP001891,Male,Yes,0.0,Graduate,No,925118,0.0,11288.0,360.0,1.0,Urban,Y,925118.0
LP001892,Male,No,0.0,Graduate,No,235139,154131.0,10458.0,360.0,1.0,Rural,Y,389270.0
LP001894,Male,Yes,0.0,Graduate,No,217460,184509.0,12450.0,360.0,1.0,Semiurban,Y,401969.0
LP001896,Male,Yes,2.0,Graduate,No,323700,0.0,7470.0,360.0,1.0,Semiurban,Y,323700.0
LP001900,Male,Yes,1.0,Graduate,No,228250,152886.0,9545.0,360.0,1.0,Semiurban,Y,381136.0
LP001903,Male,Yes,0.0,Graduate,No,331419,271742.0,17181.0,360.0,1.0,Semiurban,Y,603161.0
LP001904,Male,Yes,0.0,Graduate,No,257549,107900.0,6640.0,360.0,1.0,Urban,Y,365449.0
LP001907,Male,Yes,0.0,Graduate,No,1210389,0.0,36188.0,360.0,1.0,Semiurban,Y,1210389.0
LP001908,Female,Yes,0.0,Not Graduate,No,340300,0.0,10292.0,360.0,,Rural,Y,340300.0
LP001910,Male,No,1.0,Not Graduate,Yes,336399,201358.0,13114.0,360.0,0.0,Urban,N,537757.0
LP001914,Male,Yes,0.0,Graduate,No,325941,66400.0,9296.0,360.0,1.0,Semiurban,Y,392341.0
LP001915,Male,Yes,2.0,Graduate,No,190983,81821.39898740001,6474.0,180.0,1.0,Urban,Y,272804.3989874
LP001917,Female,No,0.0,Graduate,No,150313,138278.0,4482.0,360.0,1.0,Urban,Y,288591.0
LP001922,Male,Yes,0.0,Graduate,No,1715361,0.0,,360.0,1.0,Rural,N,1715361.0
LP001924,Male,No,0.0,Graduate,No,262114,253399.0,7387.0,360.0,1.0,Rural,Y,515513.0
LP001925,Female,No,0.0,Graduate,Yes,215800,142511.0,8217.0,300.0,1.0,Semiurban,N,358311.0
LP001926,Male,Yes,0.0,Graduate,No,307432,166000.0,9960.0,360.0,1.0,Rural,Y,473432.0
LP001931,Female,No,0.0,Graduate,No,342292,0.0,9545.0,360.0,1.0,Semiurban,Y,342292.0
LP001935,Male,No,0.0,Graduate,No,789164,0.0,15521.0,360.0,1.0,Rural,Y,789164.0
LP001936,Male,Yes,0.0,Graduate,No,255225,200528.0,11537.0,360.0,1.0,Rural,Y,455753.0
LP001938,Male,Yes,2.0,Graduate,No,365200,0.0,10541.0,360.0,0.0,Semiurban,N,365200.0
LP001940,Male,Yes,2.0,Graduate,No,261699,129480.0,11122.0,360.0,1.0,Urban,Y,391179.0
LP001945,Female,No,,Graduate,No,449611,0.0,11869.0,480.0,0.0,Urban,N,449611.0
LP001947,Male,Yes,0.0,Graduate,No,197789,276722.0,14276.0,360.0,1.0,Semiurban,Y,474511.0
LP001949,Male,Yes,3.0,Graduate,Yes,366528,103750.0,9130.0,360.0,1.0,Urban,Y,470278.0
LP001953,Male,Yes,1.0,Graduate,No,570625,0.0,16600.0,360.0,1.0,Semiurban,Y,570625.0
LP001954,Female,Yes,1.0,Graduate,No,387278,0.0,11205.0,360.0,1.0,Urban,Y,387278.0
LP001955,Female,No,0.0,Graduate,No,415000,210903.0,12533.0,480.0,1.0,Rural,N,625903.0
LP001963,Male,Yes,1.0,Graduate,No,167162,242775.0,9379.0,360.0,1.0,Urban,N,409937.0
LP001964,Male,Yes,0.0,Not Graduate,No,149400,243522.0,7719.0,360.0,0.0,Urban,N,392922.0
LP001972,Male,Yes,,Not Graduate,No,238625,145250.0,8715.0,360.0,1.0,Semiurban,Y,383875.0
LP001974,Female,No,0.0,Graduate,No,415000,0.0,10956.0,360.0,1.0,Rural,Y,415000.0
LP001977,Male,Yes,1.0,Graduate,No,134875,149649.0,7968.0,360.0,1.0,Urban,Y,284524.0
LP001978,Male,No,0.0,Graduate,No,332000,207500.0,11620.0,360.0,1.0,Rural,Y,539500.0
LP001990,Male,No,0.0,Not Graduate,No,166000,0.0,,360.0,1.0,Urban,N,166000.0
LP001993,Female,No,0.0,Graduate,No,312246,138278.0,11205.0,360.0,1.0,Rural,Y,450524.0
LP001994,Female,No,0.0,Graduate,No,199200,154629.0,8632.0,360.0,0.0,Urban,N,353829.0
LP001996,Male,No,0.0,Graduate,No,1679339,0.0,39840.0,360.0,1.0,Rural,N,1679339.0
LP001998,Male,Yes,2.0,Not Graduate,No,636361,0.0,15355.0,360.0,,Rural,Y,636361.0
LP002002,Female,No,0.0,Graduate,No,242111,0.0,6972.0,360.0,1.0,Semiurban,Y,242111.0
LP002004,Male,No,0.0,Not Graduate,No,242941,199615.0,9213.0,360.0,1.0,Semiurban,Y,442556.0
LP002006,Female,No,0.0,Graduate,No,208081,0.0,4648.0,360.0,1.0,Rural,Y,208081.0
LP002008,Male,Yes,2.0,Graduate,Yes,476918,0.0,11952.0,84.0,,Rural,Y,476918.0
LP002031,Male,Yes,1.0,Not Graduate,No,282117,136120.0,9213.0,180.0,1.0,Urban,Y,418237.0
LP002035,Male,Yes,2.0,Graduate,No,308511,0.0,9960.0,360.0,1.0,Semiurban,Y,308511.0
LP002036,Male,Yes,0.0,Graduate,No,170814,177122.0,7304.0,360.0,,Urban,Y,347936.0
LP002043,Female,No,1.0,Graduate,No,293903,0.0,9296.0,360.0,,Semiurban,Y,293903.0
LP002050,Male,Yes,1.0,Graduate,Yes,830000,0.0,12865.0,360.0,1.0,Rural,N,830000.0
LP002051,Male,Yes,0.0,Graduate,No,199200,179861.0,9545.0,360.0,1.0,Semiurban,Y,379061.0
LP002053,Male,Yes,3.0,Graduate,No,360386,15687.0,10292.0,360.0,1.0,Semiurban,Y,376073.0
LP002054,Male,Yes,2.0,Not Graduate,No,298883,131970.0,,360.0,1.0,Rural,Y,430853.0
LP002055,Female,No,0.0,Graduate,No,262778,247755.0,10956.0,360.0,,Rural,Y,510533.0
LP002065,Male,Yes,3.0,Graduate,No,1245000,0.0,24900.0,360.0,1.0,Rural,Y,1245000.0
LP002067,Male,Yes,1.0,Graduate,Yes,719278,413589.0,31208.0,360.0,0.0,Rural,N,1132867.0
LP002068,Male,No,0.0,Graduate,No,408111,0.0,10790.0,360.0,0.0,Rural,Y,408111.0
LP002082,Male,Yes,0.0,Graduate,Yes,482894,179280.0,15272.0,360.0,1.0,Semiurban,Y,662174.0
LP002086,Female,Yes,0.0,Graduate,No,359639,203433.0,9130.0,360.0,1.0,Urban,N,563072.0
LP002087,Female,No,0.0,Graduate,No,207500,0.0,5561.0,360.0,1.0,Urban,Y,207500.0
LP002097,Male,No,1.0,Graduate,No,363872,148819.0,9711.0,360.0,1.0,Urban,Y,512691.0
LP002098,Male,No,0.0,Graduate,No,243605,0.0,8134.0,360.0,1.0,Semiurban,Y,243605.0
LP002100,Male,No,,Graduate,No,235139,0.0,5893.0,360.0,1.0,Urban,Y,235139.0
LP002101,Male,Yes,0.0,Graduate,Yes,5256971,0.0,40670.0,180.0,1.0,Urban,Y,5256971.0
LP002106,Male,Yes,,Graduate,Yes,456749,372670.0,5810.0,,1.0,Semiurban,Y,829419.0
LP002110,Male,Yes,1.0,Graduate,Yes,435750,57104.0,13280.0,360.0,1.0,Rural,Y,492854.0
LP002112,Male,Yes,2.0,Graduate,Yes,207500,381800.0,14608.0,360.0,1.0,Rural,Y,589300.0
LP002113,Female,No,3.0,Not Graduate,No,151890,0.0,,360.0,0.0,Urban,N,151890.0
LP002114,Female,No,0.0,Graduate,No,345280,0.0,5893.0,360.0,1.0,Semiurban,Y,345280.0
LP002115,Male,Yes,3.0,Not Graduate,No,219701,131721.0,14359.0,360.0,1.0,Rural,N,351422.0
LP002116,Female,No,0.0,Graduate,No,197374,0.0,3818.0,360.0,1.0,Rural,N,197374.0
LP002119,Male,Yes,1.0,Not Graduate,No,377982,102007.0,13114.0,360.0,1.0,Urban,Y,479989.0
LP002126,Male,Yes,3.0,Not Graduate,No,263359,0.0,6142.0,360.0,1.0,Semiurban,Y,263359.0
LP002128,Male,Yes,2.0,Graduate,Yes,214389,193390.0,10375.0,360.0,1.0,Rural,Y,407779.0
LP002129,Male,Yes,0.0,Graduate,No,207417,204014.0,13280.0,360.0,1.0,Semiurban,Y,411431.0
LP002130,Male,Yes,,Not Graduate,No,292409,268090.0,12616.0,360.0,0.0,Rural,N,560499.0
LP002131,Male,Yes,2.0,Not Graduate,No,255889,179944.0,10458.0,360.0,1.0,Urban,Y,435833.0
LP002137,Male,Yes,0.0,Graduate,No,525639,380389.0,21497.0,360.0,,Semiurban,Y,906028.0
LP002138,Male,Yes,0.0,Graduate,No,217875,518750.0,15521.0,360.0,1.0,Rural,Y,736625.0
LP002139,Male,Yes,0.0,Graduate,No,753889,0.0,18924.0,360.0,1.0,Semiurban,Y,753889.0
LP002140,Male,No,0.0,Graduate,No,726250,345861.0,25564.0,360.0,1.0,Rural,N,1072111.0
LP002141,Male,Yes,3.0,Graduate,No,221278,172889.0,7885.0,360.0,1.0,Rural,Y,394167.0
LP002142,Female,Yes,0.0,Graduate,Yes,456500,0.0,8715.0,360.0,0.0,Rural,N,456500.0
LP002143,Female,Yes,0.0,Graduate,No,201109,41915.0,10790.0,360.0,1.0,Semiurban,Y,243024.0
LP002144,Female,No,,Graduate,No,316479,0.0,9628.0,180.0,1.0,Urban,Y,316479.0
LP002149,Male,Yes,2.0,Graduate,No,691639,262861.0,13695.0,360.0,1.0,Rural,Y,954500.0
LP002151,Male,Yes,1.0,Graduate,No,321625,0.0,5561.0,360.0,1.0,Urban,N,321625.0
LP002158,Male,Yes,0.0,Not Graduate,No,249000,138278.0,8300.0,480.0,0.0,Urban,N,387278.0
LP002160,Male,Yes,3.0,Graduate,No,428861,262861.0,16600.0,360.0,1.0,Semiurban,Y,691722.0
LP002161,Female,No,1.0,Graduate,No,392009,0.0,6723.0,360.0,1.0,Semiurban,N,392009.0
LP002170,Male,Yes,2.0,Graduate,No,415000,304361.0,19588.0,360.0,1.0,Semiurban,Y,719361.0
LP002175,Male,Yes,0.0,Graduate,No,394250,193639.0,10790.0,360.0,1.0,Urban,Y,587889.0
LP002178,Male,Yes,0.0,Graduate,No,250079,251739.0,7885.0,300.0,,Urban,Y,501818.0
LP002180,Male,No,0.0,Graduate,Yes,566226,0.0,11703.0,360.0,1.0,Rural,Y,566226.0
LP002181,Male,No,0.0,Not Graduate,No,515928,0.0,11039.0,360.0,1.0,Rural,N,515928.0
LP002187,Male,No,0.0,Graduate,No,207500,0.0,7968.0,480.0,1.0,Semiurban,N,207500.0
LP002188,Male,No,0.0,Graduate,No,425292,0.0,10292.0,,0.0,Rural,N,425292.0
LP002190,Male,Yes,1.0,Graduate,No,524975,0.0,14525.0,360.0,1.0,Semiurban,Y,524975.0
LP002191,Male,Yes,0.0,Graduate,No,1637590,437078.0,47310.0,360.0,1.0,Rural,N,2074668.0
LP002194,Female,No,0.0,Graduate,Yes,1307997,0.0,4565.0,360.0,1.0,Semiurban,Y,1307997.0
LP002197,Male,Yes,2.0,Graduate,No,430355,0.0,12865.0,360.0,1.0,Semiurban,Y,430355.0
LP002201,Male,Yes,2.0,Graduate,Yes,773809,653459.0,31540.0,300.0,1.0,Rural,Y,1427268.0
LP002205,Male,No,1.0,Graduate,No,254146,164921.0,9213.0,180.0,0.0,Urban,N,419067.0
LP002209,Female,No,0.0,Graduate,Yes,229412,121097.0,9130.0,360.0,1.0,Urban,Y,350509.0
LP002211,Male,Yes,0.0,Graduate,No,399811,76609.0,9960.0,180.0,1.0,Urban,Y,476420.0
LP002219,Male,Yes,3.0,Graduate,No,726250,414668.0,10790.0,360.0,1.0,Rural,Y,1140918.0
LP002223,Male,Yes,0.0,Graduate,No,357730,0.0,10790.0,360.0,,Semiurban,Y,357730.0
LP002224,Male,No,0.0,Graduate,No,254727,0.0,5893.0,480.0,1.0,Urban,N,254727.0
LP002225,Male,Yes,2.0,Graduate,No,447453,0.0,10790.0,360.0,1.0,Urban,Y,447453.0
LP002226,Male,Yes,0.0,Graduate,Yes,276639,207500.0,10624.0,360.0,1.0,Semiurban,Y,484139.0
LP002229,Male,No,0.0,Graduate,No,493103,351256.0,24568.0,360.0,1.0,Semiurban,Y,844359.0
LP002231,Female,No,0.0,Graduate,No,498000,0.0,12948.0,360.0,1.0,Urban,Y,498000.0
LP002234,Male,No,0.0,Graduate,Yes,594861,0.0,10624.0,360.0,1.0,Urban,Y,594861.0
LP002236,Male,Yes,2.0,Graduate,No,378978,0.0,8300.0,360.0,1.0,Urban,N,378978.0
LP002237,Male,No,1.0,Graduate,Yes,304361,0.0,9379.0,180.0,1.0,Urban,Y,304361.0
LP002239,Male,No,0.0,Not Graduate,No,194718,132800.0,10956.0,360.0,1.0,Semiurban,Y,327518.0
LP002243,Male,Yes,0.0,Not Graduate,No,249830,260288.0,,360.0,0.0,Urban,N,510118.0
LP002244,Male,Yes,0.0,Graduate,No,193639,200611.0,11288.0,360.0,1.0,Urban,Y,394250.0
LP002250,Male,Yes,0.0,Graduate,No,455504,0.0,10375.0,360.0,1.0,Rural,Y,455504.0
LP002255,Male,No,3.0,Graduate,No,760861,0.0,15355.0,360.0,1.0,Rural,Y,760861.0
LP002262,Male,Yes,3.0,Graduate,No,788832,0.0,22825.0,360.0,1.0,Rural,Y,788832.0
LP002263,Male,Yes,0.0,Graduate,No,214389,175545.0,9960.0,360.0,,Urban,Y,389934.0
LP002265,Male,Yes,2.0,Not Graduate,No,165419,134875.0,9379.0,180.0,1.0,Semiurban,Y,300294.0
LP002266,Male,Yes,2.0,Graduate,No,257300,116200.0,9379.0,360.0,1.0,Urban,Y,373500.0
LP002272,Male,Yes,2.0,Graduate,No,271908,40172.0,11205.0,360.0,,Semiurban,Y,312080.0
LP002277,Female,No,0.0,Graduate,No,263940,0.0,5893.0,360.0,0.0,Urban,N,263940.0
LP002281,Male,Yes,0.0,Graduate,No,251739,121097.0,7885.0,360.0,1.0,Urban,Y,372836.0
LP002284,Male,No,0.0,Not Graduate,No,323866,138278.0,9047.0,360.0,1.0,Rural,Y,462144.0
LP002287,Female,No,0.0,Graduate,No,124500,149400.0,8549.0,360.0,0.0,Semiurban,N,273900.0
LP002288,Male,Yes,2.0,Not Graduate,No,239787,0.0,3735.0,180.0,0.0,Urban,N,239787.0
LP002296,Male,No,0.0,Not Graduate,No,228665,0.0,5395.0,300.0,1.0,Rural,N,228665.0
LP002297,Male,No,0.0,Graduate,No,207500,1660000.0,8549.0,360.0,1.0,Semiurban,Y,1867500.0
LP002300,Female,No,0.0,Not Graduate,No,162929,0.0,4399.0,360.0,1.0,Semiurban,Y,162929.0
LP002301,Female,No,0.0,Graduate,Yes,617603,0.0,16102.0,360.0,1.0,Rural,N,617603.0
LP002305,Female,No,0.0,Graduate,No,377401,0.0,9545.0,360.0,1.0,Semiurban,Y,377401.0
LP002308,Male,Yes,0.0,Not Graduate,No,179861,199200.0,9545.0,360.0,1.0,Urban,Y,379061.0
LP002314,Female,No,0.0,Not Graduate,No,183679,0.0,5478.0,360.0,1.0,Rural,Y,183679.0
LP002315,Male,Yes,1.0,Graduate,No,688900,0.0,12616.0,300.0,0.0,Semiurban,N,688900.0
LP002317,Male,Yes,3.0,Graduate,No,6723000,0.0,29880.0,360.0,0.0,Rural,N,6723000.0
LP002318,Female,No,1.0,Not Graduate,Yes,320961,0.0,5146.0,360.0,1.0,Semiurban,N,320961.0
LP002319,Male,Yes,0.0,Graduate,Yes,519248,0.0,13280.0,360.0,,Urban,Y,519248.0
LP002328,Male,Yes,0.0,Not Graduate,No,505968,0.0,18094.0,360.0,0.0,Rural,N,505968.0
LP002332,Male,Yes,0.0,Not Graduate,No,186999,168739.0,9130.0,360.0,1.0,Rural,Y,355738.0
LP002335,Female,Yes,0.0,Not Graduate,No,178367,268671.0,14774.0,360.0,0.0,Semiurban,N,447038.0
LP002337,Female,No,0.0,Graduate,No,248585,0.0,4980.0,360.0,1.0,Urban,Y,248585.0
LP002341,Female,No,1.0,Graduate,No,215800,0.0,13280.0,360.0,1.0,Urban,N,215800.0
LP002342,Male,Yes,2.0,Graduate,Yes,132800,1660000.0,19837.0,360.0,1.0,Urban,N,1792800.0
LP002345,Male,Yes,0.0,Graduate,No,85075,230159.0,9296.0,360.0,1.0,Rural,Y,315234.0
LP002347,Male,Yes,0.0,Graduate,No,269418,117611.0,11454.0,360.0,1.0,Semiurban,Y,387029.0
LP002348,Male,Yes,0.0,Graduate,No,483807,0.0,11454.0,360.0,1.0,Rural,Y,483807.0
LP002357,Female,No,0.0,Not Graduate,No,225760,0.0,6640.0,,0.0,Urban,N,225760.0
LP002361,Male,Yes,0.0,Graduate,No,151060,142677.0,8300.0,360.0,1.0,Urban,Y,293737.0
LP002362,Male,Yes,1.0,Graduate,No,601750,138361.0,9130.0,,0.0,Urban,N,740111.0
LP002364,Male,Yes,0.0,Graduate,No,1235040,0.0,7968.0,360.0,1.0,Semiurban,Y,1235040.0
LP002366,Male,Yes,0.0,Graduate,No,221278,356900.0,10043.0,360.0,1.0,Rural,Y,578178.0
LP002367,Female,No,1.0,Not Graduate,No,382298,0.0,6723.0,360.0,1.0,Rural,N,382298.0
LP002368,Male,Yes,2.0,Graduate,No,492605,0.0,11039.0,360.0,1.0,Semiurban,Y,492605.0
LP002369,Male,Yes,0.0,Graduate,No,242360,1337.9600697199999,7221.0,360.0,1.0,Rural,Y,243697.96006972
LP002370,Male,No,0.0,Not Graduate,No,225511,0.0,4980.0,180.0,1.0,Urban,Y,225511.0
LP002377,Female,No,1.0,Graduate,Yes,715792,0.0,12450.0,360.0,1.0,Semiurban,Y,715792.0
LP002379,Male,No,0.0,Graduate,No,539500,0.0,8715.0,360.0,0.0,Rural,N,539500.0
LP002386,Male,No,0.0,Graduate,Yes,1068708,0.0,33615.0,360.0,1.0,Semiurban,Y,1068708.0
LP002387,Male,Yes,0.0,Graduate,No,201275,194220.0,11869.0,360.0,1.0,Semiurban,Y,395495.0
LP002390,Male,No,0.0,Graduate,No,311250,0.0,8300.0,360.0,1.0,Urban,Y,311250.0
LP002398,Male,No,0.0,Graduate,No,159858,153633.0,4150.0,360.0,1.0,Semiurban,Y,313491.0
LP002401,Male,Yes,0.0,Graduate,No,183679,93375.0,,360.0,1.0,Urban,Y,277054.0
LP002403,Male,No,0.0,Graduate,Yes,864528,0.0,15521.0,360.0,0.0,Urban,N,864528.0
LP002407,Female,Yes,0.0,Not Graduate,Yes,592786,0.0,11454.0,360.0,1.0,Rural,Y,592786.0
LP002408,Male,No,0.0,Graduate,No,303780,420312.0,15521.0,360.0,1.0,Semiurban,Y,724092.0
LP002409,Male,Yes,0.0,Graduate,No,655783,152139.0,14940.0,360.0,1.0,Rural,Y,807922.0
LP002418,Male,No,3.0,Not Graduate,No,390681,165419.0,12284.0,360.0,1.0,Semiurban,Y,556100.0
LP002422,Male,No,1.0,Graduate,No,3130677,0.0,12616.0,360.0,1.0,Semiurban,Y,3130677.0
LP002424,Male,Yes,0.0,Graduate,No,608639,691639.0,14525.0,300.0,,Rural,Y,1300278.0
LP002429,Male,Yes,1.0,Graduate,Yes,287678,100430.0,10790.0,360.0,1.0,Rural,Y,388108.0
LP002434,Male,Yes,2.0,Not Graduate,No,386116,0.0,9130.0,360.0,1.0,Rural,Y,386116.0
LP002435,Male,Yes,0.0,Graduate,Yes,293737,114208.0,4565.0,360.0,1.0,Rural,N,407945.0
LP002443,Male,Yes,2.0,Graduate,No,277220,141930.0,12450.0,360.0,0.0,Rural,N,419150.0
LP002444,Male,No,1.0,Not Graduate,Yes,229827,127986.0,15770.0,360.0,,Semiurban,N,357813.0
LP002446,Male,Yes,2.0,Not Graduate,No,191647,104165.0,10375.0,360.0,0.0,Rural,N,295812.0
LP002447,Male,Yes,2.0,Not Graduate,No,162514,120848.0,4980.0,300.0,,Urban,Y,283362.0
LP002448,Male,Yes,0.0,Graduate,No,327684,143839.0,12367.0,360.0,0.0,Rural,N,471523.0
LP002449,Male,Yes,0.0,Graduate,No,206089,204678.0,7470.0,180.0,0.0,Rural,Y,410767.0
LP002453,Male,No,0.0,Graduate,Yes,588055,0.0,6972.0,360.0,1.0,Semiurban,Y,588055.0
LP002455,Male,Yes,2.0,Graduate,No,320297,0.0,7968.0,360.0,1.0,Semiurban,Y,320297.0
LP002459,Male,Yes,0.0,Graduate,No,356983,0.0,9794.0,360.0,1.0,Urban,Y,356983.0
LP002467,Male,Yes,0.0,Graduate,No,307764,213227.0,14359.0,360.0,1.0,Urban,N,520991.0
LP002472,Male,No,2.0,Graduate,No,361382,0.0,11288.0,360.0,1.0,Rural,Y,361382.0
LP002473,Male,Yes,0.0,Graduate,No,691722,0.0,13280.0,360.0,1.0,Semiurban,N,691722.0
LP002484,Male,Yes,3.0,Graduate,No,642420,0.0,10624.0,180.0,1.0,Urban,Y,642420.0
LP002487,Male,Yes,0.0,Graduate,No,250245,181604.0,12699.0,360.0,1.0,Rural,Y,431849.0
LP002489,Female,No,1.0,Not Graduate,Yes,430853,0.0,10956.0,360.0,1.0,Semiurban,Y,430853.0
LP002493,Male,No,0.0,Graduate,No,345778,0.0,8134.0,360.0,0.0,Semiurban,N,345778.0
LP002494,Male,No,0.0,Graduate,No,498000,0.0,11620.0,360.0,1.0,Rural,Y,498000.0
LP002500,Male,Yes,3.0,Not Graduate,No,244601,138112.0,5810.0,180.0,0.0,Urban,N,382713.0
LP002502,Female,Yes,2.0,Not Graduate,Yes,17430,242111.0,8134.0,360.0,1.0,Semiurban,Y,259541.0
LP002505,Male,Yes,0.0,Graduate,No,359639,203433.0,9130.0,360.0,1.0,Urban,N,563072.0
LP002515,Male,Yes,1.0,Graduate,Yes,286350,172557.0,13446.0,360.0,1.0,Semiurban,Y,458907.0
LP002517,Male,Yes,1.0,Not Graduate,No,220199,124500.0,9379.0,180.0,0.0,Rural,N,344699.0
LP002519,Male,Yes,3.0,Graduate,No,389353,0.0,8300.0,360.0,1.0,Semiurban,Y,389353.0
LP002522,Female,No,0.0,Graduate,Yes,207500,0.0,7719.0,360.0,,Urban,Y,207500.0
LP002524,Male,No,2.0,Graduate,No,459156,385784.0,13446.0,360.0,1.0,Rural,Y,844940.0
LP002527,Male,Yes,2.0,Graduate,Yes,1371575,84162.0,12450.0,360.0,1.0,Rural,Y,1455737.0
LP002529,Male,Yes,2.0,Graduate,No,556100,145250.0,19090.0,300.0,1.0,Semiurban,Y,701350.0
LP002531,Male,Yes,1.0,Graduate,Yes,1383361,186750.0,7138.0,360.0,1.0,Semiurban,Y,1570111.0
LP002533,Male,Yes,2.0,Graduate,No,244601,133049.0,,360.0,1.0,Urban,N,377650.0
LP002534,Female,No,0.0,Not Graduate,No,361050,0.0,12782.0,360.0,1.0,Rural,Y,361050.0
LP002536,Male,Yes,3.0,Not Graduate,No,256885,0.0,9379.0,360.0,1.0,Rural,Y,256885.0
LP002537,Male,Yes,0.0,Graduate,No,172889,261450.0,10624.0,360.0,1.0,Semiurban,Y,434339.0
LP002541,Male,Yes,0.0,Graduate,No,899139,0.0,19422.0,360.0,1.0,Semiurban,Y,899139.0
LP002543,Male,Yes,2.0,Graduate,No,691639,0.0,20418.0,360.0,1.0,Semiurban,Y,691639.0
LP002544,Male,Yes,1.0,Not Graduate,No,162514,202188.0,10873.0,360.0,1.0,Rural,Y,364702.0
LP002545,Male,No,2.0,Graduate,No,294401,0.0,6640.0,360.0,0.0,Rural,N,294401.0
LP002547,Male,Yes,1.0,Graduate,No,1521639,0.0,41500.0,360.0,1.0,Urban,N,1521639.0
LP002555,Male,Yes,2.0,Graduate,Yes,380389,172889.0,13280.0,360.0,1.0,Semiurban,Y,553278.0
LP002556,Male,No,0.0,Graduate,No,202105,0.0,6225.0,360.0,1.0,Urban,N,202105.0
LP002560,Male,No,0.0,Not Graduate,No,224017,231155.0,7968.0,360.0,,Semiurban,Y,455172.0
LP002562,Male,Yes,1.0,Not Graduate,No,442639,93873.0,15438.0,360.0,,Urban,Y,536512.0
LP002571,Male,No,0.0,Not Graduate,No,306353,0.0,9130.0,360.0,1.0,Rural,Y,306353.0
LP002582,Female,No,0.0,Not Graduate,Yes,1432829,0.0,18675.0,360.0,1.0,Semiurban,Y,1432829.0
LP002585,Male,Yes,0.0,Graduate,No,298551,179031.0,9877.0,360.0,0.0,Rural,N,477582.0
LP002586,Female,Yes,1.0,Graduate,No,276058,75779.0,8715.0,84.0,1.0,Semiurban,Y,351837.0
LP002587,Male,Yes,0.0,Not Graduate,No,215800,141100.0,8881.0,360.0,1.0,Rural,Y,356900.0
LP002588,Male,Yes,0.0,Graduate,No,383875,237131.0,9213.0,12.0,,Urban,Y,621006.0
LP002600,Male,Yes,1.0,Graduate,Yes,240285,0.0,7885.0,360.0,1.0,Semiurban,Y,240285.0
LP002602,Male,No,0.0,Graduate,No,521489,366528.0,17347.0,360.0,0.0,Rural,N,888017.0
LP002603,Female,No,0.0,Graduate,No,53535,305689.0,9379.0,480.0,1.0,Rural,Y,359224.0
LP002606,Female,No,0.0,Graduate,No,262197,0.0,8300.0,360.0,1.0,Semiurban,Y,262197.0
LP002615,Male,Yes,2.0,Graduate,No,403795,466792.0,17264.0,360.0,1.0,Semiurban,Y,870587.0
LP002618,Male,Yes,1.0,Not Graduate,No,336150,440066.0,11454.0,360.0,,Rural,N,776216.0
LP002619,Male,Yes,0.0,Not Graduate,No,316562,123089.0,10292.0,300.0,1.0,Semiurban,Y,439651.0
LP002622,Male,Yes,2.0,Graduate,No,291330,366528.0,20169.0,360.0,1.0,Rural,Y,657858.0
LP002624,Male,Yes,0.0,Graduate,No,1729139,553361.0,39840.0,360.0,,Urban,Y,2282500.0
LP002626,Male,Yes,0.0,Graduate,Yes,205757,250079.0,15604.0,360.0,1.0,Urban,Y,455836.0
